name,number,description,cloze,category,year,year_kind,pins,place_label,len,quotes,year_end,link,orientation
Zhizhu jing,244,"In the vast web of Chinese demon tales, few spirits are as alluring and complex as the Zhizhu Jing the Spider Spirit. Both feared and revered, she threads her way through legend as a weaver of destiny, a seductress, and at times, a protector. Her name combines zhizhu spider and jing spirit or demon, a term used for supernatural beings who achieve awareness and power through centuries of meditation or vengeance. Unlike mere monsters, the Zhizhu Jing is born of patience and persistence qualities that mirror both her human and arachnid halves.; Earliest tales trace her presence to the Strange Tales of Liaozhai Zhiyi and regional folklore of the Ming and Qing periods, where she often appeared as a woman of unmatched beauty living in isolation. She enticed men who trespassed into her domain, her charm disarming their reason. Only when the moonlight revealed her true form the glistening abdomen of a giant spider would they realize their doom. Yet, in some accounts, she spared those who showed kindness or sincerity, suggesting that within her monstrous form lay a heart capable of mercy.; Physically, the Zhizhu Jing is described with unsettling elegance. Her human face bears the serenity of a goddess, but her lower body betrays her origin a spider with long, slender legs and a lacquered carapace that glimmers like jade or gold. Her silk is said to be magical spun from emotion itself. When she weaves out of love, it shines with soft light and grants protection; when she spins from anger or jealousy, it traps souls and drains their life. Her duality embodies the balance between creation and destruction, both bound in the same thread.; Legends often intertwine her story with themes of forbidden love. In one famous account, a Zhizhu Jing fell in love with a scholar who recited poetry beneath her tree. For seven nights she listened unseen, weaving silk garments for him in secret. When her true form was discovered, he recoiled in horror, and her heartbreak poisoned the grove the silk turned to ash, and she vanished into mist. This tale, often retold in shadow plays and opera, captures her tragic yearning for acceptance despite her monstrous nature.; Within Taoist and Buddhist cosmologies, spider spirits occupy an ambiguous realm. They are creatures of patience and artistry, embodying the virtue of focus but also the danger of obsession. Some sutras describe them as beings who fell from enlightenment through vanity, reincarnated as spiders to weave endlessly in pursuit of perfection. Others see them as guardians of karmic justice weaving the invisible net that binds cause to effect, reminding mortals that every action spins a consequence.; In rural folklore, Zhizhu Jing took on a more protective role. Women prayed to her for dexterity in weaving and embroidery, leaving offerings of red thread or silk at the corners of their homes. Spiders found in the house were not killed but greeted as Little Grandmother an incarnation of the Spider Spirit bringing good fortune. Her duality as both destroyer and benefactor reflected the moral rhythm of Chinese belief that even demons may serve the Dao when in balance.; silk paintings, she appears draped in crimson veils, her spider legs concealed beneath trailing robes. In literature, she embodies the eternal tension between nature and desire a being who seeks connection yet is fated to solitude. The Zhizhu Jing reminds us that love, like a web, can ensnare as easily as it shelters, and that what we fear most often mirrors the fragility of our own hearts.",,,,,,,,Spider spirit of deception,,,
Zhu huo gui,245,"The stories of the Zhu Huo Gui begin not with its birth, but with its burning. In ancient villages, people whispered of a soul that rose from flames a human consumed by fire whose spirit refused to die. The charred dead, it was said, could not pass through the gates of the underworld, for their bodies had been undone by that which purifies and destroys. The Zhu Huo Gui thus wandered between worlds, a torch of endless suffering, its very existence a contradiction life trapped within fire.; Some tales place its origin in accident a merchants home set ablaze by a lightning strike, or a kitchen fire that devoured an entire family. Others hint at darker causes an arsonist who perished by his own flame, or a vengeful ghost reborn through the fire that once took her life. Whatever its beginning, the Zhu Huo Gui is always tied to human neglect or cruelty, for fire in Chinese cosmology is not evil, only misused. When turned toward malice, it breeds spirits that burn without light ghosts that seek neither warmth nor rest.; Eyewitness accounts describe a figure that glows faintly in the dark, flickering like a candle seen through fog. It moves in silence, yet its presence warms the air, sometimes so subtly that those who pass near it begin to sweat. The ghosts eyes are twin coals, its voice a low hiss like wood splitting in a hearth. When angered, it bursts into full flame, setting straw and wood alight, only to vanish as suddenly as it appeared. Yet where it walked, ash often forms into footprints, as if the earth itself remembers.; Temples once held rituals to appease such spirits, believing the Zhu Huo Gui to be both victim and warning. Monks would offer bowls of water and burned paper effigies, calling upon the fire god Zhurong to guide the lost soul to peace. In some Taoist traditions, these ghosts were said to gather around cremation sites or destroyed homes, unable to separate their essence from the heat that birthed them. Only water blessed at midnight could soothe their agony, and so villagers poured it at the thresholds of the newly dead to prevent fiery hauntings.; But the Zhu Huo Gui was not always seen as purely vengeful. In certain mountain provinces, its appearance was taken as an omen a herald of drought or of the wrath of Heaven. When a ruler governed with cruelty or a temple neglected its sacred flame, witnesses claimed to see a burning figure walking the streets, silent and accusing. Scholars interpreted it as the spirit of moral consequence, the embodiment of human corruption illuminated in fire.; There are darker stories, too of travelers drawn toward its flickering glow at night, mistaking it for lanternlight. By the time they reached the dancing flame, they found themselves surrounded by smoke that stole their breath, their lanterns extinguished by invisible heat. Survivors, if any, spoke of a shadow within the fire, weeping as it burned. To hear its cry was to feel ones own body fever with phantom heat, as if the spirits pain sought companionship.; Poets of the Tang era gave the Zhu Huo Gui tragic dignity. They wrote of it not as a monster, but as a mirror of fate the soul that refused oblivion, clinging to the spark of what once was life. The fire burns, one poet wrote, but it is the memory that sears. Even now, the Zhu Huo Gui endures as a lesson etched in smoke that passion, anger, and guilt are flames of their own kind, and that once kindled, they burn far beyond the bodys end.",,,,,,,,Ghost born of Fire,,,
Bashe,246,"In the lush and haunted jungles of southern China, whispers tell of a serpent so vast it could swallow an elephant whole. The creature is called Bashe, its name translating simply as to swallow a word that echoes like a hiss through centuries of fear. Ancient texts such as the Shan Hai Jing describe it as a monstrous snake living in the forests of Mount Daxia, a beast so immense that even the ground trembled beneath its coils. For those who glimpsed its shadow, survival was never guaranteed.; Unlike the dragons of Chinese legend, the Bashe is not divine. It belongs to the older, darker order of creatures born from untamed earth and bottomless hunger. Its power lies not in creation but in consumption. It feeds on elephants, beasts of might and size, and it does so in a single gulp an image that ancient storytellers used to express the terrifying potential of unchecked appetite. The snakes skin was said to shimmer with damp luster, each scale marked like ancient bronze mirrors, glinting as though reflecting every life it had devoured.; A popular saying in the Han era warned travelers When the river runs silent, the Bashe sleeps. For the beast was not only a creature of the jungle but a spirit of stillness and ambush. It was said to wait beneath the canopy for days, unmoving, its scales blending with moss and bark. Then, with one thunderous motion, it struck swallowing its prey so swiftly that even sound could not follow. Legends claim that when it digests an elephant, storms gather for three days, and lightning circles the mountains where it hides.; Some later scholars saw in the Bashe a metaphor rather than a monster. To them, it was the embodiment of human greed the appetite that consumes without satisfaction, swallowing strength and wisdom alike. The philosopher Liu An, in his commentary on natural omens, wrote that when a Bashe appears, rulers will devour their people, and the land will tremble with imbalance. Thus, the serpents hunger became a mirror for tyranny, a natural omen of moral decay.; Yet not all regarded it with hatred. Certain Daoist sects treated the Bashe as a guardian of secret knowledge, a symbol of the eternal cycle of transformation. In consuming the elephant a symbol of might and wisdom the serpent was thought to absorb both, merging brute power with hidden insight. Its venom, believed to contain the essence of life and death, was sought by alchemists seeking immortality. A single drop, they said, could either destroy the body or transmute the spirit.; There are tales, too, of those who survived its presence. Hunters who found shed scales the size of shields and claimed they carried strange luck bringing rain to parched fields or misfortune to those who kept them out of greed. The shimmering fragments were sometimes offered to mountain shrines, where priests burned incense to pacify the great serpents spirit. They believed the Bashe was not evil but ancient, an elemental being older than mens words, whose hunger maintained balance in the wild.; Even in modern retellings, the Bashe remains a symbol of awe and caution. Some scholars have drawn parallels between it and the prehistoric titan snakes of distant lands, while storytellers still describe it coiling beneath rivers or deep ravines. In art, its image slithers through scrolls and temple carvings not as villain, but as force. The Bashe reminds the living that appetite, whether of body or ambition, can both sustain and destroy. Beneath its glittering scales lies an ancient warning that to swallow too much of the world is to drown in its silence.",,,,,,,,Elephant Devorer,,,
Jiangshi,247,"Moonlight reveals it first a shadow that moves with no breath, no sound of footfall, only the dull thud of a stiff body leaping through the night. The Jiangshi, or hopping vampire, is one of Chinas most enduring terrors a corpse that refuses to rest, animated by corrupted qi and a soul that has forgotten how to die. Both ghost and body, it is neither the living nor the dead, but something suspended in between, drawn by hunger, rage, and an ancient misunderstanding of lifes boundaries.; The origins of the Jiangshi lie deep within Qing dynasty superstition, yet its roots stretch further into the philosophy of death itself. Taoist belief divides the soul into hun spirit soul and po body soul. When death occurs in balance, the hun ascends while the po returns to the earth. But when that harmony is broken by violent death, improper burial, or the interference of dark sorcery the corpse may rise, driven by its earthly po, unaware that its human life has ended. Thus, the Jiangshi leaps into being a creature powered by imbalance, sustained by the breath of yin energy.; Taoist priests traveling across provinces at night, guiding corpses home for burial by binding them upright and walking them through the dark. When lightning struck or the incantation failed, one corpse would rise, possessed by its own restless energy. The priests chants turned to panic, and what was once a ritual became a haunting. In other stories, the Jiangshi is a person who died holding onto rage a betrayed soldier, a greedy magistrate, a soul unwilling to surrender its grasp on the world.; Its body is unmistakable stiff, unyielding, with skin pale or bluish from rot, fingernails hardened into claws. Because its joints cannot bend, it moves by hopping, propelled by an unnatural surge of qi through its limbs. The yellow talisman paper affixed to its forehead written in cinnabar ink with Taoist incantations serves both as seal and restraint, binding the creatures soul within its decaying form. If the charm is torn or fades with time, the Jiangshi regains awareness a moment of tragic lucidity before the hunger for life overwhelms it again.; Contrary to Western vampires, the Jiangshi does not drink blood alone; it feeds on the vital essence the qi of the living. Victims describe the encounter as sudden paralysis, an icy grip, and a draining numbness as their spirit is consumed. The creatures breath is said to carry frost, and its presence darkens lanterns. Yet sunlight, roosters crow, or the mirrors reflection can repel it, for these embody the order and clarity it has lost.; The Jiangshi represents life extended beyond natures design greed for longevity twisted into monstrosity. Many tales warn of alchemists who sought immortality through elixirs or necromancy, only to awaken as Jiangshi, condemned to unending decay. Others speak of filial devotion families who could not let their dead go, performing forbidden rites that brought them back half alive. In these versions, the creatures tragedy is not its hunger, but the love that refused to release it.; Taoist priests developed countless methods to subdue them mirrors to confuse, peachwood swords to disrupt yin energy, and talismans inscribed with verses of the Dao De Jing to remind the wandering soul of its forgotten harmony. Even garlic and rooster blood found symbolic use, not for their chemical power but their purity of yang a counter to the cold yin animating the corpse. Ritualists described these acts as restoring the cosmic rhythm, coaxing the ghost to rest rather than destroying it outright.",,,,,,,,Hopping Corpse,,,
Luo shi yaoguai,248,"At the heart of Henans ancient legends flows the Luo River, a place once believed to be a mirror between worlds. There, where the current gleams like liquid glass, dwells the Luo Shui Yaoguai the Demoness of the River Luo. She is said to be born from the rivers sorrow, the lingering spirit of beauty drowned by betrayal, whose grief fused with the water until woman and current became one. Her name carries warning and wonder alike yaoguai, a demon; yet Luo Shui, the sacred stream once praised by poets as the cradle of divine maidens.; The earliest whispers of her tale come from Han and Jin dynasty poetry, though transformed through centuries into darker shapes. Some say she was once a court lady unjustly accused and drowned beneath the palace bridge, her last breath mingling with moonlight and silt. Others claim she is the shadow of the goddess Luo Shen, corrupted by centuries of forgotten worship the beauty who once embodied love now warped into envy by neglect. Whatever her birth, all agree that her laughter ripples through the mist and that her tears raise floods when the moon grows red.; Those who have seen her describe not a monster but an apparition of impossible grace. The Luo Shui Yaoguai appears as a young woman cloaked in flowing robes that merge with the rivers surface, her hair drifting like waterweeds. When she weeps, the current turns cloudy; when she smiles, the surface glimmers with light brighter than dawn. Yet to meet her gaze is perilous her eyes reflect the viewers soul, revealing guilt, desire, and secrets that were meant to remain buried. Many who glimpsed their own reflection in her stare were said to walk into the water willingly, entranced by their own sins.; In Taoist cosmology, water is the element of memory, and so her power lies in remembrance. She gathers lost voices those of the drowned, the forgotten, the betrayed weaving them into the rivers song. On moonless nights, travelers hear her whisper their names from the mist, and fishermen leave offerings of incense and rice wine at the riverbank to appease her. She is not purely vengeful; she guards those who respect her domain. But the arrogant and the cruel she drags beneath the water, their last cries silenced beneath the mirror surface that once reflected their vanity.; Temples once lined the banks of the Luo to honor her twin aspects the Luo Shen of purity and the Luo Shui Yaoguai of vengeance. Priests warned that balance must be kept between worship and fear. During droughts, women prayed to her for rain, and when floods came, men burned talismans to seal her rage. It was said that when offerings of silk were floated upon the river and sank swiftly, her anger had been soothed. But when they drifted unclaimed, the villagers barred their doors, for she would walk that night.; Artists of the Tang and Song dynasties captured her dual nature in brush and ink a river goddess with eyes like water and a serpents smile. In later folklore, she was said to rise during the Ghost Festival, her voice echoing from the mist to guide lost spirits home, her form dissolving into countless droplets before dawn. Some claimed that on certain nights, when moonlight meets fog, her silhouette still glides along the riverbank, humming softly the melody of unfulfilled love.; Her legend endures because it speaks to the mirror we all fear to face the reflection that shows both beauty and ruin.",,,,,,,,Demoness of the river of mirrors,,,
September 11.,249,"Photographer Patrick Witty lived on the Lower East Side of Manhattan, about a mile from the World Trade Center, and was awakened by neighbors screams after the fi rst plane hit the North Tower at 8 46 a. m. He took a quick shot of the towers from his roof they had both been struck by the time he was dressed and up there and headed down town. Two blocks away from the towers, he turned his focus to the onlookers. As I started to take a photo, I heard a loud crack behind me and instantly turned to face the thunder of a 110 story building crumbling to the ground, Witty said. In this picture, he captured the stunned reaction to the fall of the South Tower at 9 59. At 10 28, the North Tower collapsed. With the two other hijacked planes, one hitting the Pentagon and the other crashing in Shanksville, Pennsylvania, 2, 997 people died as a direct result of the attacks that morning",,,2001,,40.7128|-74.006|400,New York City,,,,,
Triangle shirtwaist fire,250,"The Triangle Shirtwaist Factory occupied the top three floors of a 10 story building in Manhattan, and when a fire broke out there, the workers making womens blouses called shirtwaists were frantic to escape. But they found that the doors and stairwell exits had been locked by their employers in an effort to prevent theft. The single fire escape, narrow and rickety, quickly col lapsed. There were no sprinklers in the factory, and the fire department ladders couldnt reach the top floors. As a crowd gathered, the workers, many of them immigrants, began jumping to their deaths. Within minutes, 146 people were dead, all but 17 of them women; many were teenagers. This photo, showing the bodies of dead women at the feet of a policeman, made vivid the grim toll. The fires legacy is that it drew attention to deplorable workplace conditions, and many reforms followed, including more stringent fire codes. These protections, and the formation of the Occupational Safety and Health Administration, became a safety net for workers and a memorial to those who perished.",,,1911,event,40.7128|-74.006|400,New York City,,,,,
The louisville flood,251,"Rain fell for 12 straight days in January 1937, and when it finally stopped, the Ohio River had risen 34 feet above flood stage in Louisville, cresting at 85. 4 feet and flooding 70 percent of the city. Some 175, 000 residents were forced to flee, and thousands were suddenly homeless. Basic services were out; one hotel had fish swimming in its lobby. Scores of people died. Aid was hard to come by in the years of the Great Depression, but the American Red Cross arrived and established a relief operation, and here, in front of a billboard touting the National Manufacturers Association, locals lined up for food, water, and medical supplies. LIFEs Margaret Bourke White took this photograph, which, with its plain incongruity, lives at once as a hard symbol of racial and economic inequality and as a reminder of the Depressions grim toll",,,1937,event,38.2527|-85.7585|400,"Louisville, Kentucky",,,,,
A schoolgirl's courage,252,"It is a moment seared into the nations history. Elizabeth Eckford 15 years old and wearing a cotton white and gingham skirt she made for herself, as well as sunglasses to conceal her tears and her fright walked before a menacing mob after Arkansas National Guardsmen barred her, in defiance of a federal court order to integrate, from entering Little Rock Central High School. Lynch her Lynch her someone in the crowd shouted. Go home, n Go back to Africa the tormentor behind Elizabeth screamed, her face twisted in fury at the moment Arkansas Democrat news photogra pher Will Counts, a 26 year old rookie with three months on the job, snapped this photograph. Carried on the front pages of newspapers from coast to coast, the picture exposed a deep and virulent strain of race hate that shocked much of the nation and led President Dwight D. Eisenhower to send troops to Little Rock.",,,1957,event,34.7465|-92.2896|400,Little Rock,,,,,
The zapruder film,253,"Abraham Zapruder, a Russian immigrant who co owned a dressmaking plant across from the Dallas Book Depository, went downstairs to record the presidents motorcade and ended up capturing one of the most shocking moments in American history. The morning after the assassination of President John F. Kennedy, Zapruder screened the film for Secret Service investiga tors and then sold the print rights and later the film rights to LIFE for 150, 000 plus royalties. The magazine quickly released seven frames to the wire services and ran 31 black and white frames in its next issue, startling Americans afresh with the gruesome details of the attack. The full and graphic 26. 6 seconds of Zapruders film didnt air on television until 1975, when Geraldo Rivera showed it on his ABC talk show. Conspiracy theorists would dissect the images, which showed conclusively only one sad fact Someone killed the President",,,1963,event,32.7767|-96.797|400,Dallas,,,,,
Ruby shoots oswald,254,"Bob Jackson of the Dallas Times Herald had prefocused his camera in preparation for the moment when Lee Harvey Oswald, the prime suspect in the assassination of JFK, would be led out of the police station. When local nightclub owner Jack Ruby emerged from the crowd of onlookers, Jacksons first reaction was annoyance This guy was going to block his view and ruin his perp walk photo. Then he fired, and I fired, Jackson recalled in a 2007 interview with the Dallas Morning News. From the right spot and with the perfect timing, Jacksons photo captured the shooting with a clarity that the chaotic television coverage lacked, and it gave America its definitive view of a second stunning moment in Dallas",,,1963,event,32.7767|-96.797|400,Dallas,,,,,
Assault in alabama,255,"The contrast between the nonviolence of the civil rights protests and the cruelty of white supremacy was crystallized in the images that came out of Birmingham, where Martin Luther King Jr. and the Southern Christian Leadership Conference were focusing their activities in May 1963. On May 2, students left school to march down town in protest, leading to the arrests of 1, 200 children. The next day, with students protesting again, Bull Connor, the citys commissioner of public safety, ordered his forces to go after them with fire hoses and attack dogs. The resulting images horrified much of the rest of the country and galvanized its opposition. The civil rights movement should thank God for Bull Connor, President John F. Kennedy observed after seeing the footage. Hes helped it as much as Abraham Lincoln.",,,1963,event,33.5207|-86.8025|400,Birmingham,,,,,
Flower power,256,"In 1967, after 13 years of almost unquestioning support for the war in Vietnam, the public pushed by college students, pacifists, and left wing intellectuals began to voice dissatisfaction with President Lyndon B. Johnson and his strategy of escala tion. Every day brought another campus teach in or shutdown of a military induction center. When confronted by police, protesters began to hand out toys, flags, candy, and flowers. On October 21, after a concert and rally at the Lincoln Memorial, activist Abbie Hoffman led some 50, 000 attendees on a march to the Pentagon, where they were confronted by military police in riot gear. With the two sides staring each other down, teenager George Harris stepped forward and tucked carnations into the barrels of the soldiers rifles. The Washington Post buried the photo inside its front section, but the Flower Power image found its audience and became one of the most reprinted images of the 1960s",,,1967,event,38.9072|-77.0369|400,"Washington, D.C.",,,,,
Martin luther king jr.'s assassination,257,"Speaking at Mason Temple in Memphis on April 3 in support of the citys striking sanitation workers, Dr. Martin Luther King Jr. recalled being stabbed near the heart at a book signing in New York City years before and barely surviving. The 39 year old advocate of nonviolent civil disobedience was aware that he was in constant danger. Like anybody, I would like to live a long life. Longevity has its place, King told the crowd that night. But Im not concerned about that now. I just want to do Gods will. And Hes allowed me to go up to the mountain. And Ive looked over. And Ive seen the promised land. I may not get there with you. But I want you to know tonight that we, as a people, will get to the promised land. The next evening, at about 6 p. m., King stepped onto the balcony outside room 306 at the Lorraine Motel for some fresh air and was struck in the neck by a snipers bullet fired by prison escapee James Earl Ray. Aides Ralph Abernathy, Andrew Young, and Jesse Jackson, shown here with others pointing in the direction of the gunfire, rushed to Kings side, but there was little that they or doctors could do. He died just an hour later, at 7 06 p. m",,,1968,event,35.1495|-90.049|400,Memphis,,,,,
Four dead in ohio,258,"Half the story in this photo is the body of Kent State University student Jeffrey Miller, one of four students killed by Ohio National Guardsmen who fired 60 shots in 13 seconds during a protest of the U. S. invasion of Cambodia. The other half is the face of Mary Ann Vecchio, a 14 year old runaway from Florida who happened to be in Ohio, joined the protest, met Miller 25 minutes before his death, and became the Mary in what has been called the Kent State Pieta. The image was captured by student photographer John Filo, a Kent State senior who, afraid the Guard would confiscate his pictures, hid the film in his hubcap, drove to the local paper where he had a job processing photos, and from there disseminated the image to the world.",,,1970,event,41.1537|-81.3579|400,"Kent, Ohio",,,,,
Robert kennedy's assassination,259,"Robert F. Kennedys campaign for the White House was beginning to take hold. On June 5, the senator, former U. S. attorney general, and younger brother of JFK had just won the California primary, and he told his supporters at L. A. s Ambassador Hotel, Now its on to Chicago, and lets win there. As he exited through the hotels kitchen, Kennedy paused to greet Juan Romero, a 17 year old busboy who had delivered food to his room earlier in the week. Romero and Kennedy were shaking hands when Sirhan Sirhan, 24, came forward and shot Kennedy. This photo of Romero and the fallen RFK bestows on the moment an almost religious sorrow. Sirhan, a Jordanian of Palestinian descent, said he did it because the candidate supported sending fighter jets to Israel, giving an early taste of how the Middle East conflict would infect American politics and the country its third major assassination of the decade",,,1968,event,34.0522|-118.2437|400,Los Angeles,,,,,
Nixon in china,260,"Richard Nixon had built his political career fighting communism, first gaining national prominence as a California congressman when he pursued the Soviet spy Alger Hiss in 1948. So his presidential visit to China was a stunning laying down of arms. The United States and China hadnt talked since Mao Zedong and the Communists had come to power in 1949; in 1955, America had even considered a nuclear attack over Chinas hostilities with Taiwan. But in 1972, leaders in the two countries saw that creating an alliance would help both sides in their combative relations with the Soviet Union. A U. S. table tennis team tested the waters with a trip to China in 1971, helping clear the way for President Nixons bold venture. His visit included this dinner with Prime Minister Zhou Enlai to Nixons right, and the photo of the President with his chopsticks encapsulated the meeting of cultures. The thaw between the countries has been slow and halting, but with Nixons once improbable visit, it had begun",,,1972,event,31.2304|121.4737|400,Shanghai,,,,,
Olympic terror,261,"The 1972 Olympics gave the world one of its first images of modern terror. The masked man on the balcony was one of eight members of the Palestinian group known as Black September, which had taken nine athletes of the Israeli Olympic delegation hostage, making demands for the release of Palestinian prisoners from Israeli jails. Photographers collected on a hill outside the Olympic Village that gave a narrow view of the drama, which ended in a failed rescue attempt as all the hostages were killed, along with five Black September members and a German police officer. It was the first Olympics hosted by Germany since 1936, when the country was under Nazi rule, giving the murder of Jewish athletes painful resonance.",,,1972,event,48.1351|11.582|400,"Munich, Germany",,,,,
The wall falls,262,"The metaphorical Iron Curtain between the Soviet Union and the West during the Cold War had no more tangible symbol than the wall erected across Berlin. After World War II, Germany had been partitioned, with sections controlled by the U. S., the U. K., France, and the Soviet Union. Its capital city, Berlin, was in the Soviet section and was similarly divided. With many East Germans using West Berlin as a jumping off point to escape, however, in 1961 the government walled off East Berlin with 27 miles of concrete and barbed wire patrolled by armed guards and attack dogs. At least 140 people who attempted to climb the wall and reach West Berlin died. But in the 1980s, Soviet leader Mikhail Gorbachev signaled an openness to friendlier relations with the West, and five days after half a million people protested in East Berlin, the gates were opened. This photo and others like it captured the glee Berliners felt as they became free to deface and destroy the wall.",,,1989,event,52.52|13.405|400,Berlin,,,,,
Tank man in tiananmen square,263,"On June 4, 1989, Chinese troops launched an assault on peaceful pro democracy protesters in Beijings Tiananmen Square, killing hundreds, if not thousands, according to different estimates Chinese officials never released a death count. So the next day, when an unidentified protester stepped in front of a column of tanks, the threat that they would run him over was very real. But he stood tall as photogra phers and television cameras captured the moment. The fate of the man in the picture remains unknown, but the images from that day endure as an embodiment of the will of the individual to risk his life to stand up to an unjust government.",,,1989,event,39.9042|116.4074|400,Beijing,,,,,
Monica and bill,264,"The photo is from a celebration of Bill Clintons reelection victory in 1996, which, according to Monica Lewinsky, was about a year after the first sexual encounter between the president and the intern who was 23 when this photo was taken. What does the look in her eyes say about their relation ship The picture of their embrace was one of many pieces of evidence the public considered as the scandal unfolded, bringing forward such indignities as stories about a dress with incriminating stains and a parsing from the president about the definition of the word is. The affair resulted in Clintons impeachment in 1998 by the Republican majority House for having committed perjury and encouraging it in others.",,,1996,event,38.9072|-77.0369|400,"Washington, D.C.",,,,,
Hurricane katrina,265,"Hurricane Katrina was one of the most devastating natural disasters in U. S. history. The storm had actually been downgraded from a category 5 hurricane to category 3 when it made landfall on the Gulf Coast of Louisiana on August 29, but it was a direct assault on New Orleans, a city that is partly below sea level and relied on infrastructure that was soon incapacitated. Levees were breached and pumps failed. The flooding left at least 80 percent of New Orleans underwater and rescue workers overwhelmed, and photos like this one of a family being rescued from a rooftop documented the desperation. The city saw looting, vigilante shootings, and bodies in the streets. Of the 1, 833 people who died along the Gulf Coast, 1, 577 were in Louisiana, and nearly half were 74 or older. Katrina serves as a touchstone in an era when tropical storms and hurricanes hit with unnerving frequency, including Irene in 2011; Sandy in 2012; Harvey, Irma, and Maria in 2017; and Ida in 2021",,,,,,,,,,,
Sandy hook shooting,266,"Shannon Hicks, an employee of the weekly Newtown Bee, heard that police were responding to a call at Sandy Hook Elementary School and drove there, half expecting a false alarm and arriving at a landmark moment in the escalating epidemic of school shootings. She had been in the parking lot for 10 minutes when she snapped this picture of state police officers leading a line of children away from the school, where, inside, 26 students and staff had been killed by a 20 year old who had earlier murdered his mother and would shoot himself before he could be captured. Hickss photo marked a transition to a world where active shooter drills would become a fact of life for Americas schoolchildren",,,2012,event,41.414|-73.3053|400,"Newtown, Connecticut",,,,,
The syrian refugee crisis,267,"Two year old Alan Kurdi and his family were among the millions of Syrians fleeing their war ravaged country, in their case hoping to join relatives in Canada. But while they attempted to reach Greece from Turkey on a small rubber dinghy, their boat capsized and Alan drowned, along with his 5 year old brother, Ghalib, and his mother, Rehanna. More than a dozen people perished in the incident, adding to the total of more than 3, 600 Syrian refugees who died that year. Turkish photographer Nilufer Demir told CNN she took the picture because This is the only way I can express the scream of his silent body. The image affected people in a way the numbers hadnt One study suggested that donations to refugee relief funds increased 100 fold as a result of the photograph.",,,2015,event,,Turkey,,,,,
The capitol under attack,268,"For years it had been a little noticed formality that the U. S. Senate would meet to tally electoral votes and make official the results of the presidential election. But on January 6, a crowd of people, egged on by outgoing president Donald Trump and his bogus claims of a stolen election, marched to the Capitol to try to halt the process. They broke through security, shattered win dows, ransacked offices, and interrupted the tally as they sent lawmakers, including Trumps vice president, Mike Pence, into hiding. After the building was cleared, lawmakers returned to the Capitol that very night to complete their work, and two weeks later Joe Biden was on the steps of the building, taking the oath of office as Americas 46th president. But the pictures of the overwhelmed Capitol show how close the peaceful transfer of power the hallmark of democ racy came to being hijacked",,,2021,event,38.9072|-77.0369|400,"Washington, D.C.",,,,,
Atomic destruction,269,"After U. S. aircraft dropped atomic bombs on the Japanese cities of Hiroshima and Nagasaki in August 1945, photos of the resulting mushroom clouds attested to the frightening power of the new weapon. But it was not until weeks later, when LIFE photographer Bernard Hoffman became the first American photojournalist to arrive on the ground at the sites of destruc tion, that the extent of the devasta tion was made known by his shocking photos, including this shot of a flattened landscape inhabited only by these ghostlike figures. Accompanying the film that Hoffman sent back to New York was a typewritten note to his picture editor. It read, in part, There is no way of comparing the Atom Bomb damage with anything weve ever seen before. Whereas High Explosive bombs leave gutted buildings and frameworks standing, the Atom Bomb leaves nothing.",,,1945,event,34.3853|132.4553|400,"Hiroshima, Japan",,,,,
The civil war,270,"The battle at Antietam on September 17, 1862, is known as the bloodiest day in American history, with nearly 23, 000 soldiers dead, wounded, or missing after 12 hours of brutal combat. Two days later, photographer Alexander Gardner arrived at the battlefield, where the landscape was littered with bodies Union soldiers had not yet been able to bury their dead in the vast common graves being dug. Gardner would ultimately take 70 photo graphs here, developing all his glass plates on site. Just weeks later, at a Broadway gallery in New York City owned by photography pioneer Mathew Brady, Gardners images were on display in an exhibition called The Dead at Antietam. The lifeless bodies in these pictures were the first the public had seen that so vividly demonstrated the Civil Wars mortal cost. Day after day, visitors crowded into the gallery, drawn by what the New York Times would call a terrible fascination. The photo here, taken at Dunker Church, would become the most famous of Gardners photos, with its stark juxtaposition of the dark, bloated Confederate bodies and the white church in the background.",,,1862,event,39.4762|-77.7522|400,"Antietam, Maryland",,,,,
The falling soldier,271,"Twenty three year old Hungarian born photographer Robert Capa took this photo during the Spanish Civil War on September 5, 1936. When LIFE published it in 1937, it created a sensation and not surprisingly, as it depicted a Republican militiaman at the instant of death, felled by an enemy bullet. Atop the soldiers head is a knot of his hair, not an eruption from a bullet, as some initially believed. The picture was promptly deemed by some the greatest war photo ever, launching Capas career as an elite war photographer who would compile a distinguished body of work. In the 1970s, though, doubters began to question the authenticity of the photo, claiming that it had been staged. For years, complex arguments none conclusive were posited both for and against the photos legitimacy, and Capa, who had been killed by a landmine in Vietnam in 1954, was unable to defend himself. Earlier, in a 1947 radio interview, he had described the famous photo this way I was there in the trench I just kind of put my camera above my head and even sic didnt look and clicked the picture I never saw the picture in the frame because the camera was far above my head.",,,1936,event,,Spain,,,,,
